serviceId,serviceSlug,serviceName,diyGuideId,diySlug,primary,safetyClass,publicationStatus,wordCountEN,wordCountAR,imageStatus,mappingStatus,notes
cmtu4kxzz004mut9oioiuti0g,gym-cleaning-maintenance,Gym Cleaning & Maintenance,cmtu4l1ka005putg4ttwb9yld,diy-shell-gym-cleaning-maintenance,true,YELLOW,published,1481,1189,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
,oven,oven,,,false,YELLOW,n/a,0,0,n/a,NEEDS_PRIMARY_CREATION,MISSING_HUB in coverage registry; diyGuidanceType from matrix; do not invent shell. Service row missing.
,burner-cooker,burner-cooker,,,false,RED,n/a,0,0,n/a,NEEDS_PRIMARY_CREATION,MISSING_HUB in coverage registry; diyGuidanceType from matrix; do not invent shell. Service row missing.
cmtu4ky08004yut9omnwn5dgr,residential-cleaning,Residential Cleaning,cmtu4l17n0005utg46m80eayr,diy-residential-cleaning,true,GREEN,published,1568,1291,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0b0052ut9oheljndhn,apartment-cleaning,Apartment Cleaning,cmtu4l17w0009utg47no50v2l,diy-apartment-cleaning,true,GREEN,published,1566,1288,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0f0056ut9off6qkdlu,villa-cleaning,Villa Cleaning,cmtu4l184000dutg47q10xe4z,diy-villa-cleaning,true,GREEN,published,1557,1281,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0i005aut9oiujsur8y,house-cleaning,House Cleaning,cmtu4l18d000hutg45hvwybfh,diy-house-cleaning,true,GREEN,published,1576,1302,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0l005eut9od7us3103,office-cleaning,Office Cleaning,cmtu4l18l000lutg4f32n30dq,diy-office-cleaning,true,GREEN,published,1570,1279,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0o005iut9ojywwnx22,commercial-cleaning,Commercial Cleaning,cmtu4l18u000putg496ikcch9,diy-commercial-cleaning,true,GREEN,published,1563,1271,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0r005mut9ooucqdvgg,building-common-area-cleaning,Building Common Area Cleaning,cmtu4l1kj005tutg41rrrjght,diy-shell-building-common-area-cleaning,true,YELLOW,published,1519,1208,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0u005qut9o88p5k29d,deep-cleaning,Deep Cleaning,cmtu4l1kt005xutg4ebeif8m8,diy-shell-deep-cleaning,true,YELLOW,published,1446,1185,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky0x005uut9ocy3a98vb,one-time-cleaning,One-Time Cleaning,cmtu4l192000tutg4av7sjwao,diy-one-time-cleaning,true,GREEN,published,1578,1317,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky10005yut9ouwkow71i,regular-cleaning,Regular Cleaning,cmtu4l19b000xutg49y83d9c9,diy-regular-cleaning,true,GREEN,published,1562,1280,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky130062ut9oxs6991nw,recurring-cleaning,Recurring Cleaning,cmtu4l19j0011utg4izeyzic8,diy-recurring-cleaning,true,GREEN,published,1568,1287,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky150066ut9opahtou3n,move-in-cleaning,Move-In Cleaning,cmtu4l19r0015utg4gkrxk6fn,diy-move-in-cleaning,true,GREEN,published,1578,1312,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky18006aut9oad072dsm,move-out-cleaning,Move-Out Cleaning,cmtu4l19z0019utg4imj1gynv,diy-move-out-cleaning,true,GREEN,published,1584,1322,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1c006eut9odaypgx0y,post-construction-cleaning,Post-Construction Cleaning,cmtu4l1l20061utg4ptst52xl,diy-shell-post-construction-cleaning,true,YELLOW,published,1443,1218,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1f006iut9outtig79s,post-renovation-cleaning,Post-Renovation Cleaning,cmtu4l1lb0065utg4nc3nuwe6,diy-shell-post-renovation-cleaning,true,YELLOW,published,1454,1186,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1i006mut9o2qx6fw8i,kitchen-cleaning,Kitchen Cleaning,cmtu4l1lk0069utg4hc30apdw,diy-shell-kitchen-cleaning,true,YELLOW,published,1449,1186,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1l006qut9oax36qvms,bathroom-cleaning,Bathroom Cleaning,cmtu4l1a7001dutg4ysiqmbbs,diy-bathroom-cleaning,true,GREEN,published,1579,1283,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1o006uut9ohmxefy8r,floor-cleaning,Floor Cleaning,cmtu4l1ag001hutg4r0sgklft,diy-floor-cleaning,true,GREEN,published,1581,1311,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1r006yut9ohim3jknq,window-cleaning,Window Cleaning,cmtu4l1lu006dutg4shlkpxo8,diy-shell-window-cleaning,true,YELLOW,published,1443,1189,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1u0072ut9ovwbd6eow,glass-cleaning,Glass Cleaning,cmtu4l1m3006hutg47ogyi05j,diy-shell-glass-cleaning,true,YELLOW,published,1430,1216,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky1x0076ut9oyq6ts33r,carpet-cleaning,Carpet Cleaning,cmtu4l1mc006lutg42loefds6,diy-shell-carpet-cleaning,true,YELLOW,published,1452,1191,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky20007aut9ok1pqebn3,sofa-and-upholstery-cleaning,Sofa & Upholstery Cleaning,cmtu4l1ml006putg4yzekgwht,diy-shell-sofa-and-upholstery-cleaning,true,YELLOW,published,1517,1209,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky24007eut9o32acvth3,mattress-cleaning,Mattress Cleaning,cmtu4l1mt006tutg4meme0sv2,diy-shell-mattress-cleaning,true,YELLOW,published,1446,1215,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky28007iut9o7syp01va,residential-building-maintenance,Residential Building Maintenance,cmtu4l1n2006xutg49fbwtvx0,diy-shell-residential-building-maintenance,true,YELLOW,published,1464,1199,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2b007mut9ozh30zglx,commercial-building-maintenance,Commercial Building Maintenance,cmtu4l1nc0071utg4cyk80zdq,diy-shell-commercial-building-maintenance,true,YELLOW,published,1476,1185,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2e007qut9o7ceuu3xy,villa-maintenance,Villa Maintenance,cmtu4l1o30075utg41mjq9l59,diy-shell-villa-maintenance,true,YELLOW,published,1430,1191,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2h007uut9oco0uwiqq,apartment-maintenance,Apartment Maintenance,cmtu4l1oc0079utg42mlz29kq,diy-shell-apartment-maintenance,true,YELLOW,published,1445,1193,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2j007yut9og1z5ggsx,preventive-building-maintenance,Preventive Building Maintenance,cmtu4l1ol007dutg467xclfg7,diy-shell-preventive-building-maintenance,true,YELLOW,published,1491,1216,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2m0082ut9opos3wdff,corrective-building-maintenance,Corrective Building Maintenance,cmtu4l1ou007hutg4ijilnr0i,diy-shell-corrective-building-maintenance,true,YELLOW,published,1471,1222,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2q0086ut9ocl8ltlnm,general-handyman-service,General Handyman Service,cmtu4l1p3007lutg49ng1rb5z,diy-shell-general-handyman-service,true,YELLOW,published,1464,1230,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2t008aut9o1ig46o9a,property-inspection,Property Inspection,cmtu4l1ap001lutg4gtqus0lc,diy-property-inspection,true,GREEN,published,1582,1321,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2v008eut9ocn9hm2dt,minor-building-repairs,Minor Building Repairs,cmtu4l1pc007putg4aewibbb4,diy-shell-minor-building-repairs,true,YELLOW,published,1472,1200,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky2y008iut9o0i2rvelf,common-area-maintenance,Common Area Maintenance,cmtu4l1pl007tutg4in68swf3,diy-shell-common-area-maintenance,true,REVIEW_REQUIRED,published,1512,1219,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky32008mut9oek85cdrx,door-repair-and-adjustment,Door Repair & Adjustment,cmtu4l1pv007xutg45dxr5zo8,diy-shell-door-repair-and-adjustment,true,YELLOW,published,1505,1232,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky36008qut9os7vn87lf,door-hardware-replacement,Door Hardware Replacement,cmtu4l1q40081utg4na76kmfz,diy-shell-door-hardware-replacement,true,YELLOW,published,1476,1209,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky39008uut9o5kj7g9tw,lock-repair-and-replacement,Lock Repair & Replacement,cmtu4l1qd0085utg4xnpolm5b,diy-shell-lock-repair-and-replacement,true,YELLOW,published,1518,1214,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3c008yut9oc1cb3pfw,cabinet-and-hardware-repair,Cabinet & Hardware Repair,cmtu4l1qm0089utg4qb7u7903,diy-shell-cabinet-and-hardware-repair,true,YELLOW,published,1514,1213,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3f0092ut9on48eq6lk,fixture-replacement,Fixture Replacement,cmtu4l1qv008dutg48mtydml4,diy-shell-fixture-replacement,true,REVIEW_REQUIRED,published,1473,1192,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3j0096ut9o71tvyd71,minor-civil-maintenance,Minor Civil Maintenance,cmtu4l1r4008hutg42vq3g5he,diy-shell-minor-civil-maintenance,true,REVIEW_REQUIRED,published,1504,1210,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3m009aut9ozzo1j57j,general-property-repair,General Property Repair,cmtu4l1rd008lutg4wxpzv64q,diy-shell-general-property-repair,true,YELLOW,published,1459,1209,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3p009eut9o0llv565n,plumbing-inspection,Plumbing Inspection,cmtu4l1rm008putg46lndqxol,diy-shell-plumbing-inspection,true,YELLOW,published,1457,1196,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3s009iut9oqhtwn68d,water-leakage-detection,Water Leakage Detection,cmtu4l1rv008tutg4f68g6tgx,diy-shell-water-leakage-detection,true,YELLOW,published,1483,1202,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3v009mut9o388q67nt,water-leakage-repair,Water Leakage Repair,cmtu4l1s4008xutg41muaw42e,diy-shell-water-leakage-repair,true,RED,published,1489,1219,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky3y009qut9oojcd3rmx,pipe-repair,Pipe Repair,cmtu4l1se0091utg49zl5lez6,diy-shell-pipe-repair,true,RED,published,1457,1217,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky41009uut9oybye3o5d,pipe-replacement,Pipe Replacement,cmtu4l1sn0095utg468aae906,diy-shell-pipe-replacement,true,RED,published,1473,1193,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky44009yut9o968xycv0,water-supply-line-repair,Water Supply Line Repair,cmtu4l1sw0099utg4j6bbad10,diy-shell-water-supply-line-repair,true,RED,published,1532,1212,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4700a2ut9o4in6l3ta,drain-cleaning,Drain Cleaning,cmtu4l1t5009dutg4n0x2qcfh,diy-shell-drain-cleaning,true,YELLOW,published,1441,1199,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4a00a6ut9onfyjlsh5,drain-blockage-removal,Drain Blockage Removal,cmtu4l1te009hutg4iai34a9w,diy-shell-drain-blockage-removal,true,YELLOW,published,1480,1191,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4c00aaut9o3b388uin,sink-repair,Sink Repair,cmtu4l1tn009lutg4b0osxfst,diy-shell-sink-repair,true,YELLOW,published,1435,1206,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4f00aeut9od734m3dt,sink-installation,Sink Installation,cmtu4l1tx009putg4sbsfu1sh,diy-shell-sink-installation,true,RED,published,1465,1205,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4j00aiut9oeqw46zla,faucet-repair,Faucet Repair,cmtu4kzb101z0ut9o4cf7wmg6,how-to-fix-dripping-faucet,true,GREEN,published,1227,1009,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4m00amut9oqalvs5iv,faucet-replacement,Faucet Replacement,cmtu4kzb101z0ut9o4cf7wmg6,how-to-fix-dripping-faucet,true,GREEN,published,1227,1009,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4p00aqut9ojjih7gnm,shower-repair,Shower Repair,cmtu4l1u7009tutg4cjzm7b4e,diy-shell-shower-repair,true,YELLOW,published,1456,1185,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4s00auut9omjo45ccg,shower-mixer-replacement,Shower Mixer Replacement,cmtu4l1ug009xutg47pfs9tsp,diy-shell-shower-mixer-replacement,true,RED,published,1492,1198,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky4v00ayut9olim3yrgw,toilet-repair,Toilet Repair,cmtu4l1up00a1utg47yzb3jmh,diy-shell-toilet-repair,true,YELLOW,published,1437,1193,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5000b2ut9oalnuv6vq,toilet-installation,Toilet Installation,cmtu4l1uy00a5utg4jqxj5jkj,diy-shell-toilet-installation,true,RED,published,1456,1222,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5300b6ut9oj9gkbnm2,running-toilet-repair,Running Toilet Repair,cmtu4l1v600a9utg4vitrmh80,diy-shell-running-toilet-repair,true,YELLOW,published,1476,1217,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5600baut9oon2bid4p,water-pressure-problem-diagnosis,Water Pressure Problem Diagnosis,cmtu4l1vf00adutg41tcq6nvo,diy-shell-water-pressure-problem-diagnosis,true,YELLOW,published,1510,1205,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5800beut9or5orjh8g,floor-drain-repair,Floor Drain Repair,cmtu4l1vq00ahutg4ltqm2tqm,diy-shell-floor-drain-repair,true,YELLOW,published,1476,1210,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5b00biut9oby6ee8wc,electrical-inspection,Electrical Inspection,cmtu4l1w100alutg491ygbece,diy-shell-electrical-inspection,true,RED,published,1466,1189,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5e00bmut9oz2oo05f0,electrical-fault-finding,Electrical Fault Finding,cmtu4l1wa00aputg4sz5gxtv4,diy-shell-electrical-fault-finding,true,RED,published,1497,1191,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5h00bqut9oql9xbvlq,socket-repair,Socket Repair,cmtu4l1wi00atutg4hguu5vp7,diy-shell-socket-repair,true,RED,published,1452,1191,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5k00buut9ojilmk94b,socket-replacement,Socket Replacement,cmtu4l1ws00axutg4au1tl63j,diy-shell-socket-replacement,true,RED,published,1460,1216,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5n00byut9osocbcvca,switch-repair,Switch Repair,cmtu4l1x000b1utg4dnahigbh,diy-shell-switch-repair,true,RED,published,1457,1192,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5q00c2ut9oefao5pip,switch-replacement,Switch Replacement,cmtu4l1x900b5utg4xrzadqpq,diy-shell-switch-replacement,true,RED,published,1461,1213,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5s00c6ut9o0huy4e0d,light-installation,Light Installation,cmtu4l1xi00b9utg4vwbyhez3,diy-shell-light-installation,true,RED,published,1472,1218,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5v00caut9odp3bpgov,light-repair,Light Repair,cmtu4l1xr00bdutg4gkhjk76p,diy-shell-light-repair,true,RED,published,1467,1192,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky5y00ceut9ot5lp97w3,led-light-installation,LED Light Installation,cmtu4l1y100bhutg4b6d4e9fa,diy-shell-led-light-installation,true,RED,published,1499,1219,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6100ciut9omsm32lq7,led-light-replacement,LED Light Replacement,cmtu4l1ya00blutg4n1bpkoel,diy-shell-led-light-replacement,true,RED,published,1497,1193,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6400cmut9ovhq2moqf,wiring-inspection,Wiring Inspection,cmtu4l1yk00bputg41gg5yt4a,diy-shell-wiring-inspection,true,RED,published,1461,1218,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6700cqut9oykhrau5i,wiring-repair,Wiring Repair,cmtu4l1yt00btutg49p7saibl,diy-shell-wiring-repair,true,RED,published,1473,1185,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6a00cuut9ok7jjb2bk,wiring-replacement,Wiring Replacement,cmtu4l1z200bxutg4u178ufn5,diy-shell-wiring-replacement,true,RED,published,1466,1210,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6d00cyut9o9iah6cml,circuit-breaker-inspection,Circuit Breaker Inspection,cmtu4l1za00c1utg494ym8fov,diy-shell-circuit-breaker-inspection,true,RED,published,1499,1189,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6g00d2ut9o6kj9y8q4,circuit-breaker-replacement,Circuit Breaker Replacement,cmtu4l1zk00c5utg41f8qtu91,diy-shell-circuit-breaker-replacement,true,RED,published,1496,1218,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6j00d6ut9ov03snd55,distribution-board-inspection,Distribution Board Inspection,cmtu4l1zs00c9utg48joutzj4,diy-shell-distribution-board-inspection,true,RED,published,1505,1206,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6m00daut9ojsbrzs84,short-circuit-diagnosis,Short-Circuit Diagnosis,cmtu4l20200cdutg4k8az5dkv,diy-shell-short-circuit-diagnosis,true,RED,published,1492,1202,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6o00deut9oc8ne0qsm,ac-inspection,AC Inspection,cmtu4l20c00chutg4d1on0s4m,diy-shell-ac-inspection,true,YELLOW,published,1447,1197,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6r00diut9om6fpap0y,ac-servicing,AC Servicing,cmtu4l20l00clutg4mcd8k5ox,diy-shell-ac-servicing,true,YELLOW,published,1442,1192,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6u00dmut9o5a9qow4v,ac-cleaning,AC Cleaning,cmtu4l20u00cputg48zni6blr,diy-shell-ac-cleaning,true,YELLOW,published,1435,1190,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
cmtu4ky6x00dqut9o0zbbnb3j,ac-filter-cleaning,AC Filter Cleaning,cmtu4kzb701z4ut9oj6792mcc,how-to-clean-ac-filter,true,GREEN,published,1623,1307,webp_ok,PRIMARY_DIY_ARTICLE_EXISTS,Canonical primary per coveragePrimaryGuideSlug.
